"ibraRegion","yearStart","yearEnd","epbcStatus","recordCount","speciesCount"
"Naracoorte Coastal Plain",2006,2010,"Endangered",375,13
"South East Coastal Plain",2006,2010,"Critically Endangered",66,3
"South East Corner",2006,2010,"Endangered",354,11
"South Eastern Highlands",2006,2010,"Critically Endangered",195,13
"Southern Volcanic Plain",2006,2010,"Critically Endangered",90,4
"Victorian Midlands",2006,2010,"Critically Endangered",503,6
"Finke",2006,2010,"Not listed",11423,549
"Cape York Peninsula",2006,2010,"Endangered",29,4
"Einasleigh Uplands",2006,2010,"Vulnerable",47,14
"Mitchell Grass Downs",2006,2010,"Vulnerable",48,9
"Mulga Lands",2006,2010,"Vulnerable",130,12
"South Eastern Queensland",2006,2010,"Critically Endangered",238,13
"Flinders Lofty Block",2006,2010,"Vulnerable",252,16
"Australian Alps",2006,2010,"Critically Endangered",27,3
"Coral Sea",2006,2010,"Not listed",138,36
"Mulga Lands",2006,2010,"Endangered",15,4
"NSW South Western Slopes",2006,2010,"Critically Endangered",109,4
"New England Tablelands",2006,2010,"Critically Endangered",43,3
"New England Tablelands",2006,2010,"Endangered",72,14
"South East Corner",2006,2010,"Critically Endangered",129,6
"Arnhem Coast",2006,2010,"Endangered",2567,4
"Arnhem Plateau",2006,2010,"Not listed",8854,1128
"Central Arnhem",2006,2010,"Not listed",762,293
"Gulf Coastal",2006,2010,"Not listed",7805,1098
"Pine Creek",2006,2010,"Vulnerable",246,8
"Tiwi Cobourg",2006,2010,"Endangered",137,8
"Brigalow Belt North",2006,2010,"Vulnerable",295,16
"Brigalow Belt North",2006,2010,"Endangered",73,7
"Cape York Peninsula",2006,2010,"Vulnerable",117,13
"Central Mackay Coast",2006,2010,"Vulnerable",36,10
"Einasleigh Uplands",2006,2010,"Critically Endangered",7,1
"Einasleigh Uplands",2006,2010,"Endangered",28,5
"Wet Tropics",2006,2010,"Vulnerable",156,27
"Broken Hill Complex",2006,2010,"Vulnerable",19,4
"Eyre Yorke Block",2006,2010,"Critically Endangered",114,2
"Kanmantoo",2006,2010,"Critically Endangered",80,4
"Naracoorte Coastal Plain",2006,2010,"Critically Endangered",13,4
"Stony Plains",2006,2010,"Endangered",11,2
"Ben Lomond",2006,2010,"Critically Endangered",20,3
"Ben Lomond",2006,2010,"Not listed",3897,878
"Ben Lomond",2006,2010,"Vulnerable",26,7
"Ben Lomond",2006,2010,"Endangered",5,2
"Furneaux",2006,2010,"Vulnerable",50,10
"Furneaux",2006,2010,"Endangered",75,8
"Furneaux",2006,2010,"Extinct",2,1
"King",2006,2010,"Not listed",16224,1328
"King",2006,2010,"Critically Endangered",6,3
"King",2006,2010,"Endangered",100,6
"King",2006,2010,"Vulnerable",31,5
"Tasmanian Central Highlands",2006,2010,"Vulnerable",11,5
"Tasmanian Northern Midlands",2006,2010,"Not listed",17937,727
"Tasmanian Northern Slopes",2006,2010,"Endangered",36,3
"Tasmanian Northern Slopes",2006,2010,"Vulnerable",11,6
"Tasmanian South East",2006,2010,"Vulnerable",47,17
"Tasmanian South East",2006,2010,"Endangered",99,15
"Dampierland",2006,2010,"Critically Endangered",2,1
"Esperance Plains",2006,2010,"Extinct",1,1
"Gascoyne",2006,2010,"Critically Endangered",5,1
"Great Victoria Desert",2006,2010,"Vulnerable",114,5
"Murchison",2006,2010,"Endangered",42,3
"Swan Coastal Plain",2006,2010,"Critically Endangered",5,2
"Yalgoo",2006,2010,"Vulnerable",6,2
"Yalgoo",2006,2010,"Endangered",15,2
"Broken Hill Complex",2006,2010,"Endangered",2,2
"Cobar Peneplain",2006,2010,"Endangered",48,3
"Cobar Peneplain",2006,2010,"Vulnerable",111,7
"Pacific Subtropical Islands",2006,2010,"Vulnerable",338,12
"Simpson Strzelecki Dunefields",2006,2010,"Vulnerable",242,2
"Arnhem Plateau",2006,2010,"Vulnerable",41,6
"Arnhem Plateau",2006,2010,"Endangered",17,5
"Central Ranges",2006,2010,"Vulnerable",71,3
"Daly Basin",2006,2010,"Endangered",72,2
"Daly Basin",2006,2010,"Vulnerable",4,3
"Darwin Coastal",2006,2010,"Vulnerable",145,8
"Darwin Coastal",2006,2010,"Endangered",1075,5
"Finke",2006,2010,"Vulnerable",6,5
"Great Sandy Desert",2006,2010,"Vulnerable",15,3
"Gulf Coastal",2006,2010,"Endangered",58,3
"Gulf Fall and Uplands",2006,2010,"Endangered",215,3
"Gulf Fall and Uplands",2006,2010,"Vulnerable",15,2
"MacDonnell Ranges",2006,2010,"Critically Endangered",1,1
"MacDonnell Ranges",2006,2010,"Vulnerable",23,7
"MacDonnell Ranges",2006,2010,"Endangered",9,3
"Pine Creek",2006,2010,"Endangered",521,5
"Sturt Plateau",2006,2010,"Endangered",3,2
"Sturt Plateau",2006,2010,"Vulnerable",30,2
"Tanami",2006,2010,"Vulnerable",21,3
"Tiwi Cobourg",2006,2010,"Vulnerable",307,6
"Brigalow Belt South",2006,2010,"Critically Endangered",48,5
"Desert Uplands",2006,2010,"Vulnerable",10,3
"Gulf Plains",2006,2010,"Endangered",2,1
"Mount Isa Inlier",2006,2010,"Endangered",5,2
"Gawler",2006,2010,"Endangered",2,2
"Great Victoria Desert",2006,2010,"Endangered",93,1
"Nullarbor",2006,2010,"Endangered",8,3
"Stony Plains",2006,2010,"Critically Endangered",1,1
"Tasmanian Northern Midlands",2006,2010,"Critically Endangered",14,5
"Tasmanian Northern Midlands",2006,2010,"Endangered",10,6
"Tasmanian Northern Slopes",2006,2010,"Critically Endangered",15,4
"Tasmanian South East",2006,2010,"Critically Endangered",79,6
"Tasmanian Southern Ranges",2006,2010,"Vulnerable",2,1
"Subantarctic Islands",2006,2010,"Vulnerable",29,6
"Murray Darling Depression",2006,2010,"Critically Endangered",18,4
"Riverina",2011,2015,"Not listed",438775,2706
"Riverina",2011,2015,"Vulnerable",2390,19
"Riverina",2011,2015,"Critically Endangered",112,5
"Riverina",2011,2015,"Endangered",515,10
"South East Coastal Plain",2011,2015,"Endangered",1569,24
"South East Coastal Plain",2011,2015,"Not listed",1142617,5474
"South East Coastal Plain",2011,2015,"Vulnerable",2554,40
"South East Coastal Plain",2011,2015,"Critically Endangered",335,4
"South East Corner",2011,2015,"Not listed",292011,5239
"South East Corner",2011,2015,"Endangered",930,15
"South East Corner",2011,2015,"Vulnerable",1012,40
"South East Corner",2011,2015,"Critically Endangered",181,5
"South Eastern Highlands",2011,2015,"Not listed",1322471,7491
"South Eastern Highlands",2011,2015,"Endangered",12525,37
"South Eastern Highlands",2011,2015,"Vulnerable",6247,53
"South Eastern Highlands",2011,2015,"Critically Endangered",530,16
"Southern Volcanic Plain",2011,2015,"Not listed",456955,3315
"Southern Volcanic Plain",2011,2015,"Vulnerable",2634,25
"Southern Volcanic Plain",2011,2015,"Endangered",546,20
"Southern Volcanic Plain",2011,2015,"Critically Endangered",121,4
"Victorian Midlands",2011,2015,"Critically Endangered",216,6
"Victorian Midlands",2011,2015,"Endangered",1044,21
"Victorian Midlands",2011,2015,"Not listed",427329,4369
"Victorian Midlands",2011,2015,"Vulnerable",2054,33
"Avon Wheatbelt",2011,2015,"Not listed",70459,1913
"Avon Wheatbelt",2011,2015,"Endangered",145,32
"Avon Wheatbelt",2011,2015,"Vulnerable",46,17
"Carnarvon",2011,2015,"Not listed",25050,1057
"Carnarvon",2011,2015,"Vulnerable",308,5
"Central Kimberley",2011,2015,"Not listed",9109,875
"Central Kimberley",2011,2015,"Endangered",36,4
"Central Kimberley",2011,2015,"Vulnerable",15,2
"Central Ranges",2011,2015,"Not listed",5097,561
"Coolgardie",2011,2015,"Not listed",38250,1571
"Coolgardie",2011,2015,"Vulnerable",20,8
"Dampierland",2011,2015,"Not listed",73261,876
"Dampierland",2011,2015,"Vulnerable",7,3
"Esperance Plains",2011,2015,"Endangered",192,26
"Esperance Plains",2011,2015,"Not listed",24896,1895
"Esperance Plains",2011,2015,"Vulnerable",28,11
"Gascoyne",2011,2015,"Not listed",6611,676
"Geraldton Sandplains",2011,2015,"Not listed",10920,1530
"Gibson Desert",2011,2015,"Not listed",1832,409
"Gibson Desert",2011,2015,"Vulnerable",1,1
"Great Sandy Desert",2011,2015,"Not listed",13067,1001
"Great Victoria Desert",2011,2015,"Not listed",18453,901
"Hampton",2011,2015,"Not listed",6274,337
"Indian Tropical Islands",2011,2015,"Not listed",1159,461
"Jarrah Forest",2011,2015,"Endangered",255,29
"Jarrah Forest",2011,2015,"Not listed",62914,2756
"Jarrah Forest",2011,2015,"Vulnerable",86,21
"Jarrah Forest",2011,2015,"Critically Endangered",22,7
"Little Sandy Desert",2011,2015,"Not listed",2173,597
"Mallee",2011,2015,"Not listed",9110,1146
"Mallee",2011,2015,"Vulnerable",28,7
"Mallee",2011,2015,"Critically Endangered",7,1
"Murchison",2011,2015,"Not listed",18868,1092
"Murchison",2011,2015,"Vulnerable",5,2
"Northern Kimberley",2011,2015,"Not listed",11649,1252
"Northern Kimberley",2011,2015,"Vulnerable",8,2
"Nullarbor",2011,2015,"Not listed",11617,626
"Ord Victoria Plain",2011,2015,"Not listed",21811,1140
"Pilbara",2011,2015,"Not listed",32182,1647
"Swan Coastal Plain",2011,2015,"Not listed",204366,2700
"Swan Coastal Plain",2011,2015,"Endangered",123,22
"Swan Coastal Plain",2011,2015,"Vulnerable",37,13
"Swan Coastal Plain",2011,2015,"Critically Endangered",23,8
"Tanami",2011,2015,"Not listed",14791,642
"Victoria Bonaparte",2011,2015,"Not listed",42774,1789
"Victoria Bonaparte",2011,2015,"Endangered",122,3
"Warren",2011,2015,"Endangered",121,8
"Warren",2011,2015,"Not listed",18400,1283
"Warren",2011,2015,"Vulnerable",25,3
"Yalgoo",2011,2015,"Not listed",5537,656
"Arnhem Coast",2011,2015,"Not listed",24988,1099
"Brigalow Belt North",2011,2015,"Not listed",183329,3212
"Cape York Peninsula",2011,2015,"Not listed",152072,3684
"Central Mackay Coast",2011,2015,"Not listed",33980,2095
"Darwin Coastal",2011,2015,"Not listed",126729,2092
"Darwin Coastal",2011,2015,"Vulnerable",269,12
"Eyre Yorke Block",2011,2015,"Not listed",157864,2100
"Furneaux",2011,2015,"Not listed",37592,2358
"Furneaux",2011,2015,"Vulnerable",33,7
"Gawler",2011,2015,"Endangered",9,3
"Gawler",2011,2015,"Not listed",36055,1224
"Kanmantoo",2011,2015,"Not listed",94525,2474
"Kanmantoo",2011,2015,"Endangered",1048,12
"King",2011,2015,"Endangered",128,4
"King",2011,2015,"Not listed",19178,1114
"Murray Darling Depression",2011,2015,"Not listed",520595,3599
"NSW North Coast",2011,2015,"Vulnerable",11800,47
"NSW North Coast",2011,2015,"Not listed",516482,5029
"NSW North Coast",2011,2015,"Endangered",839,36
"Naracoorte Coastal Plain",2011,2015,"Not listed",143682,2055
"Naracoorte Coastal Plain",2011,2015,"Endangered",271,18
"Pacific Subtropical Islands",2011,2015,"Endangered",258,8
"Pacific Subtropical Islands",2011,2015,"Not listed",17079,915
"Pacific Subtropical Islands",2011,2015,"Vulnerable",117,16
"South Eastern Queensland",2011,2015,"Not listed",1370139,7775
"South Eastern Queensland",2011,2015,"Vulnerable",14882,90
"Subantarctic Islands",2011,2015,"Endangered",54,3
"Subantarctic Islands",2011,2015,"Not listed",811,52
"Subantarctic Islands",2011,2015,"Vulnerable",99,7
"Sydney Basin",2011,2015,"Not listed",1712221,7286
"Sydney Basin",2011,2015,"Vulnerable",23609,91
"Sydney Basin",2011,2015,"Critically Endangered",1819,15
"Sydney Basin",2011,2015,"Endangered",5179,51
"Tasmanian Northern Slopes",2011,2015,"Not listed",29444,788
"Tasmanian South East",2011,2015,"Not listed",103168,3226
"Tasmanian Southern Ranges",2011,2015,"Not listed",13277,1866
"Tasmanian West",2011,2015,"Not listed",7952,1690
"Wet Tropics",2011,2015,"Not listed",385506,4895
"Australian Alps",2011,2015,"Not listed",57645,2436
"Nandewar",2011,2015,"Not listed",117904,1763
"New England Tablelands",2011,2015,"Not listed",170287,2652
"South Eastern Queensland",2011,2015,"Endangered",17298,54
"Simpson Strzelecki Dunefields",2011,2015,"Not listed",18171,908
"Tasmanian Central Highlands",2011,2015,"Not listed",5486,1311
"Avon Wheatbelt",2011,2015,"Critically Endangered",40,11
"Coolgardie",2011,2015,"Endangered",21,5
"Esperance Plains",2011,2015,"Critically Endangered",28,6
"Geraldton Sandplains",2011,2015,"Critically Endangered",15,3
"Geraldton Sandplains",2011,2015,"Endangered",48,18
"Geraldton Sandplains",2011,2015,"Vulnerable",27,13
"Brigalow Belt South",2011,2015,"Not listed",219791,4461
"Brigalow Belt South",2011,2015,"Vulnerable",758,51
"Darling Riverine Plains",2011,2015,"Not listed",113734,1490
"NSW South Western Slopes",2011,2015,"Not listed",381122,2992
"Nandewar",2011,2015,"Vulnerable",611,23
"New England Tablelands",2011,2015,"Vulnerable",1269,28
"Brigalow Belt South",2011,2015,"Endangered",886,21
"Cape York Peninsula",2011,2015,"Vulnerable",919,15
"Cape York Peninsula",2011,2015,"Conservation Dependent",818,1
"Cape York Peninsula",2011,2015,"Critically Endangered",8105,1
"Channel Country",2011,2015,"Not listed",46466,1242
"Desert Uplands",2011,2015,"Not listed",11940,925
"Einasleigh Uplands",2011,2015,"Not listed",87980,2264
"Gulf Fall and Uplands",2011,2015,"Not listed",22164,1547
"Gulf Plains",2011,2015,"Not listed",18143,1274
"Mitchell Grass Downs",2011,2015,"Critically Endangered",1,1
"Mitchell Grass Downs",2011,2015,"Not listed",39367,1041
"Mitchell Grass Downs",2011,2015,"Vulnerable",316,12
"Mount Isa Inlier",2011,2015,"Not listed",18326,728
"Mulga Lands",2011,2015,"Not listed",169243,1527
"South Eastern Queensland",2011,2015,"Critically Endangered",563,6
"South Eastern Queensland",2011,2015,"Conservation Dependent",28,1
"Murray Darling Depression",2011,2015,"Vulnerable",1188,29
"Murray Darling Depression",2011,2015,"Critically Endangered",28,4
"NSW South Western Slopes",2011,2015,"Vulnerable",1922,24
"Daly Basin",2011,2015,"Not listed",25154,1162
"Davenport Murchison Ranges",2011,2015,"Not listed",6117,646
"Gulf Coastal",2011,2015,"Not listed",10291,780
"Pine Creek",2011,2015,"Not listed",55779,1444
"Mulga Lands",2011,2015,"Critically Endangered",9,1
"Eyre Yorke Block",2011,2015,"Vulnerable",338,13
"Flinders Lofty Block",2011,2015,"Endangered",2195,14
"Flinders Lofty Block",2011,2015,"Not listed",223989,3209
"Naracoorte Coastal Plain",2011,2015,"Vulnerable",368,27
"Stony Plains",2011,2015,"Not listed",27672,915
"Cobar Peneplain",2011,2015,"Not listed",56032,1344
"Arnhem Coast",2011,2015,"Endangered",2759,4
"Finke",2011,2015,"Not listed",20147,1167
"MacDonnell Ranges",2011,2015,"Not listed",69399,1251
"Gawler",2011,2015,"Vulnerable",80,6
"Great Victoria Desert",2011,2015,"Vulnerable",293,5
"Ben Lomond",2011,2015,"Not listed",2802,612
"Furneaux",2011,2015,"Endangered",65,7
"Tasmanian Northern Midlands",2011,2015,"Not listed",17553,690
"Australian Alps",2011,2015,"Critically Endangered",180,6
"Murray Darling Depression",2011,2015,"Endangered",2061,22
"Pilbara",2011,2015,"Vulnerable",8,3
"Broken Hill Complex",2011,2015,"Not listed",14264,681
"Cape York Peninsula",2011,2015,"Endangered",143,7
"Einasleigh Uplands",2011,2015,"Vulnerable",83,14
"Mulga Lands",2011,2015,"Vulnerable",297,13
"Tasmanian South East",2011,2015,"Vulnerable",97,18
"Australian Alps",2011,2015,"Endangered",862,7
"Australian Alps",2011,2015,"Vulnerable",123,15
"Carnarvon",2011,2015,"Critically Endangered",4,1
"Cobar Peneplain",2011,2015,"Vulnerable",121,6
"Darling Riverine Plains",2011,2015,"Vulnerable",193,9
"Darling Riverine Plains",2011,2015,"Critically Endangered",7,3
"Mulga Lands",2011,2015,"Endangered",19,3
"Nandewar",2011,2015,"Endangered",1387,6
"New England Tablelands",2011,2015,"Endangered",94,14
"Pacific Subtropical Islands",2011,2015,"Critically Endangered",32,9
"Arnhem Plateau",2011,2015,"Not listed",14849,816
"Arnhem Plateau",2011,2015,"Vulnerable",44,5
"Arnhem Plateau",2011,2015,"Critically Endangered",2,1
"Burt Plain",2011,2015,"Not listed",11686,662
"Central Arnhem",2011,2015,"Not listed",545,213
"Daly Basin",2011,2015,"Endangered",78,4
"Darwin Coastal",2011,2015,"Endangered",1029,8
"Darwin Coastal",2011,2015,"Critically Endangered",2421,2
"Finke",2011,2015,"Vulnerable",2,1
"Gulf Coastal",2011,2015,"Vulnerable",7,2
"MacDonnell Ranges",2011,2015,"Vulnerable",26,6
"Pine Creek",2011,2015,"Endangered",1202,6
"Pine Creek",2011,2015,"Vulnerable",68,9
"Sturt Plateau",2011,2015,"Not listed",9654,676
"Tiwi Cobourg",2011,2015,"Not listed",24730,774
"Tiwi Cobourg",2011,2015,"Endangered",136,7
"Tiwi Cobourg",2011,2015,"Vulnerable",1350,7
"Brigalow Belt North",2011,2015,"Endangered",82,9
"Brigalow Belt North",2011,2015,"Vulnerable",85,20
"Brigalow Belt North",2011,2015,"Critically Endangered",1,1
"Central Mackay Coast",2011,2015,"Endangered",61,4
"Desert Uplands",2011,2015,"Endangered",5,3
"Desert Uplands",2011,2015,"Vulnerable",7,4
"Einasleigh Uplands",2011,2015,"Endangered",96,7
"Wet Tropics",2011,2015,"Endangered",114,22
"Wet Tropics",2011,2015,"Vulnerable",328,28
"Wet Tropics",2011,2015,"Critically Endangered",12,5
"Flinders Lofty Block",2011,2015,"Vulnerable",339,15
"Great Victoria Desert",2011,2015,"Endangered",51,1
"Kanmantoo",2011,2015,"Vulnerable",166,15
"Ben Lomond",2011,2015,"Vulnerable",117,8
"Ben Lomond",2011,2015,"Critically Endangered",6,2
"Tasmanian Central Highlands",2011,2015,"Vulnerable",7,3
"Tasmanian Northern Midlands",2011,2015,"Endangered",2,2
"Tasmanian South East",2011,2015,"Endangered",117,15
"Tasmanian Southern Ranges",2011,2015,"Endangered",5,4
"Central Ranges",2011,2015,"Critically Endangered",7,1
"Gibson Desert",2011,2015,"Critically Endangered",2,1
"Murchison",2011,2015,"Endangered",9,1
"Yalgoo",2011,2015,"Critically Endangered",11,1
"Indian Tropical Islands",2011,2015,"Critically Endangered",8,3
"Eyre Yorke Block",2016,2020,"Not listed",147078,2483
"Eyre Yorke Block",2016,2020,"Vulnerable",2029,15
"Eyre Yorke Block",2016,2020,"Endangered",266,15
"Finke",2016,2020,"Not listed",15128,543
"Flinders Lofty Block",2016,2020,"Not listed",308179,4441
"Flinders Lofty Block",2016,2020,"Vulnerable",15527,21
"Flinders Lofty Block",2016,2020,"Critically Endangered",552,4
"Flinders Lofty Block",2016,2020,"Endangered",1510,12
"Gawler",2016,2020,"Not listed",47336,1310
"Gawler",2016,2020,"Vulnerable",368,7
"Great Victoria Desert",2016,2020,"Not listed",8336,746
"Great Victoria Desert",2016,2020,"Vulnerable",2,1
"Hampton",2016,2020,"Not listed",3819,236
"Kanmantoo",2016,2020,"Endangered",608,14
"Kanmantoo",2016,2020,"Not listed",174459,2885
"Kanmantoo",2016,2020,"Vulnerable",944,20
"Kanmantoo",2016,2020,"Critically Endangered",625,5
"Murray Darling Depression",2016,2020,"Not listed",468747,3722
"Murray Darling Depression",2016,2020,"Vulnerable",8493,20
"Murray Darling Depression",2016,2020,"Endangered",1516,18
"Naracoorte Coastal Plain",2016,2020,"Not listed",104238,2360
"Naracoorte Coastal Plain",2016,2020,"Endangered",482,13
"Naracoorte Coastal Plain",2016,2020,"Vulnerable",745,23
"Nullarbor",2016,2020,"Not listed",6108,310
"Riverina",2016,2020,"Not listed",811769,2805
"Simpson Strzelecki Dunefields",2016,2020,"Not listed",27859,747
"Simpson Strzelecki Dunefields",2016,2020,"Vulnerable",70,5
"Southern Volcanic Plain",2016,2020,"Not listed",983241,3467
"Southern Volcanic Plain",2016,2020,"Vulnerable",13810,26
"Stony Plains",2016,2020,"Not listed",23354,614
"Stony Plains",2016,2020,"Endangered",119,2
"Ben Lomond",2016,2020,"Not listed",5880,823
"Ben Lomond",2016,2020,"Vulnerable",14,2
"Furneaux",2016,2020,"Not listed",76681,2672
"Furneaux",2016,2020,"Vulnerable",88,9
"Furneaux",2016,2020,"Critically Endangered",41,1
"Furneaux",2016,2020,"Endangered",98,6
"King",2016,2020,"Not listed",36689,1229
"King",2016,2020,"Critically Endangered",23,1
"King",2016,2020,"Endangered",113,4
"King",2016,2020,"Vulnerable",31,4
"Tasmanian Central Highlands",2016,2020,"Not listed",12289,1217
"Tasmanian Central Highlands",2016,2020,"Endangered",16,4
"Tasmanian Central Highlands",2016,2020,"Vulnerable",6,4
"Tasmanian Central Highlands",2016,2020,"Critically Endangered",5,1
"Tasmanian Northern Midlands",2016,2020,"Not listed",34197,1050
"Tasmanian Northern Midlands",2016,2020,"Endangered",40,2
"Tasmanian Northern Midlands",2016,2020,"Vulnerable",34,4
"Tasmanian Northern Slopes",2016,2020,"Not listed",64758,1616
"Tasmanian Northern Slopes",2016,2020,"Critically Endangered",125,1
"Tasmanian Northern Slopes",2016,2020,"Vulnerable",59,4
"Tasmanian Northern Slopes",2016,2020,"Endangered",70,3
"Tasmanian South East",2016,2020,"Not listed",277307,4495
"Tasmanian South East",2016,2020,"Critically Endangered",658,1
"Tasmanian South East",2016,2020,"Endangered",210,10
"Tasmanian South East",2016,2020,"Vulnerable",136,9
"Tasmanian Southern Ranges",2016,2020,"Not listed",21004,2087
"Tasmanian Southern Ranges",2016,2020,"Endangered",11,3
"Tasmanian Southern Ranges",2016,2020,"Critically Endangered",47,1
"Tasmanian Southern Ranges",2016,2020,"Vulnerable",8,2
"Tasmanian West",2016,2020,"Not listed",16613,1556
"Tasmanian West",2016,2020,"Critically Endangered",16,1
"Subantarctic Islands",2016,2020,"Endangered",412,3
"Subantarctic Islands",2016,2020,"Not listed",2726,87
"Subantarctic Islands",2016,2020,"Vulnerable",413,7
"Australian Alps",2016,2020,"Endangered",1165,9
"Australian Alps",2016,2020,"Not listed",80344,2551
"Murray Darling Depression",2016,2020,"Critically Endangered",29,4
"NSW South Western Slopes",2016,2020,"Critically Endangered",155,3
"NSW South Western Slopes",2016,2020,"Endangered",2021,16
"NSW South Western Slopes",2016,2020,"Not listed",559460,3344
"NSW South Western Slopes",2016,2020,"Vulnerable",5014,26
"Riverina",2016,2020,"Critically Endangered",264,4
"Riverina",2016,2020,"Endangered",2341,12
"Riverina",2016,2020,"Vulnerable",4974,20
"South East Coastal Plain",2016,2020,"Endangered",4523,23
"South East Coastal Plain",2016,2020,"Not listed",2393660,6501
"South East Coastal Plain",2016,2020,"Vulnerable",7301,37
"South East Coastal Plain",2016,2020,"Critically Endangered",401,6
"South East Corner",2016,2020,"Not listed",419356,5948
"South East Corner",2016,2020,"Critically Endangered",135,6
"South East Corner",2016,2020,"Endangered",2001,15
"South East Corner",2016,2020,"Vulnerable",1866,44
"South Eastern Highlands",2016,2020,"Endangered",14008,36
"South Eastern Highlands",2016,2020,"Not listed",2293724,9008
"South Eastern Highlands",2016,2020,"Vulnerable",13081,60
"South Eastern Highlands",2016,2020,"Critically Endangered",1212,10
"Southern Volcanic Plain",2016,2020,"Endangered",1042,18
"Southern Volcanic Plain",2016,2020,"Critically Endangered",142,3
"Victorian Midlands",2016,2020,"Endangered",936,16
"Victorian Midlands",2016,2020,"Not listed",667080,4437
"Victorian Midlands",2016,2020,"Vulnerable",2791,30
"Victorian Midlands",2016,2020,"Critically Endangered",249,6
"Avon Wheatbelt",2016,2020,"Not listed",65450,1722
"Avon Wheatbelt",2016,2020,"Vulnerable",36,11
"Avon Wheatbelt",2016,2020,"Critically Endangered",16,8
"Avon Wheatbelt",2016,2020,"Endangered",64,18
"Carnarvon",2016,2020,"Not listed",45462,1171
"Carnarvon",2016,2020,"Endangered",3,1
"Carnarvon",2016,2020,"Vulnerable",116,6
"Carnarvon",2016,2020,"Conservation Dependent",1,1
"Central Kimberley",2016,2020,"Not listed",31675,528
"Central Kimberley",2016,2020,"Endangered",157,2
"Central Ranges",2016,2020,"Not listed",1941,577
"Central Ranges",2016,2020,"Vulnerable",2,2
"Coolgardie",2016,2020,"Not listed",21752,971
"Coolgardie",2016,2020,"Endangered",8,2
"Coolgardie",2016,2020,"Vulnerable",14,3
"Dampierland",2016,2020,"Not listed",221525,833
"Dampierland",2016,2020,"Endangered",78,3
"Esperance Plains",2016,2020,"Not listed",56581,1908
"Esperance Plains",2016,2020,"Endangered",124,17
"Esperance Plains",2016,2020,"Vulnerable",108,14
"Esperance Plains",2016,2020,"Critically Endangered",2,2
"Gascoyne",2016,2020,"Not listed",6029,487
"Geraldton Sandplains",2016,2020,"Not listed",19161,1429
"Geraldton Sandplains",2016,2020,"Critically Endangered",2,2
"Geraldton Sandplains",2016,2020,"Endangered",19,11
"Gibson Desert",2016,2020,"Not listed",1623,387
"Gibson Desert",2016,2020,"Vulnerable",6,1
"Great Sandy Desert",2016,2020,"Not listed",21177,965
"Indian Tropical Islands",2016,2020,"Not listed",6189,537
"Jarrah Forest",2016,2020,"Critically Endangered",70,4
"Jarrah Forest",2016,2020,"Endangered",788,19
"Jarrah Forest",2016,2020,"Not listed",161175,3360
"Jarrah Forest",2016,2020,"Vulnerable",116,21
"Little Sandy Desert",2016,2020,"Not listed",773,159
"Mallee",2016,2020,"Not listed",7877,1263
"Mallee",2016,2020,"Vulnerable",26,5
"Murchison",2016,2020,"Not listed",19634,879
"Murchison",2016,2020,"Vulnerable",6,1
"Northern Kimberley",2016,2020,"Not listed",16126,638
"Northern Kimberley",2016,2020,"Endangered",19,3
"Ord Victoria Plain",2016,2020,"Not listed",30598,892
"Ord Victoria Plain",2016,2020,"Endangered",198,2
"Pilbara",2016,2020,"Not listed",32000,1282
"Pilbara",2016,2020,"Endangered",7,2
"Pilbara",2016,2020,"Vulnerable",6,4
"Swan Coastal Plain",2016,2020,"Not listed",501689,3400
"Swan Coastal Plain",2016,2020,"Critically Endangered",60,5
"Swan Coastal Plain",2016,2020,"Endangered",142,16
"Swan Coastal Plain",2016,2020,"Vulnerable",88,14
"Tanami",2016,2020,"Not listed",17362,719
"Victoria Bonaparte",2016,2020,"Not listed",68944,1846
"Victoria Bonaparte",2016,2020,"Endangered",347,4
"Warren",2016,2020,"Not listed",40393,1854
"Warren",2016,2020,"Endangered",370,3
"Warren",2016,2020,"Vulnerable",67,8
"Warren",2016,2020,"Critically Endangered",10,3
"Yalgoo",2016,2020,"Not listed",4132,505
"Arnhem Coast",2016,2020,"Not listed",34977,1533
"Arnhem Coast",2016,2020,"Vulnerable",17,4
"Brigalow Belt North",2016,2020,"Not listed",399955,3516
"Brigalow Belt North",2016,2020,"Vulnerable",169,18
"Cape York Peninsula",2016,2020,"Not listed",230787,3320
"Cape York Peninsula",2016,2020,"Vulnerable",182,13
"Central Mackay Coast",2016,2020,"Not listed",85684,2547
"Central Mackay Coast",2016,2020,"Vulnerable",125,12
"Coral Sea",2016,2020,"Not listed",4217,433
"Darwin Coastal",2016,2020,"Not listed",299055,2027
"Darwin Coastal",2016,2020,"Vulnerable",458,10
"Gulf Coastal",2016,2020,"Not listed",6149,550
"Indian Tropical Islands",2016,2020,"Endangered",7,3
"NSW North Coast",2016,2020,"Not listed",838228,8322
"NSW North Coast",2016,2020,"Vulnerable",11888,62
"NSW North Coast",2016,2020,"Endangered",2154,42
"Pacific Subtropical Islands",2016,2020,"Endangered",367,8
"Pacific Subtropical Islands",2016,2020,"Not listed",12923,761
"Pacific Subtropical Islands",2016,2020,"Vulnerable",53,12
"South Eastern Queensland",2016,2020,"Not listed",3777879,11151
"South Eastern Queensland",2016,2020,"Endangered",5378,57
"South Eastern Queensland",2016,2020,"Vulnerable",13404,99
"Sydney Basin",2016,2020,"Not listed",3136148,9514
